id	lemma	sense_id	left	word	right	senses
707	град	3	Н. Ф. Федоров, ч. I. [М., 1908.] 92 Ср. мои «Два	града	», предисловие. 93 Вот как изображается происхождение мирового и исторического процесса у Шеллинга: «	1 - Атмосферные осадки в виде льдинок; 2 - Множество, обилие, поток чего-л.; 3 - Город
708	град	3	, слову пророческому: изыдите, изыдите, люди мои из Вавилона! Спасайтесь, ибо нет во	градах	живущим спасения, бегите, гонимые, верные, настоящего града не имеющие, грядущего взыскающие, бегите	1 - Атмосферные осадки в виде льдинок; 2 - Множество, обилие, поток чего-л.; 3 - Город
709	град	3	, град взять. Но стражи переяславские, далеко от града его усмотря, прибежали во	град	и сказали князю Мстиславу, которой тогда, не опасаясь никакого нападения, спал; також	1 - Атмосферные осадки в виде льдинок; 2 - Множество, обилие, поток чего-л.; 3 - Город
710	град	3	Полтавы высоко вознестись и устремително с высоты на Российскаго Орла Гнездо, Царствующий	Град	Москву, напасть, и оное львиными своими ногтями разтерзать. Но когда оный гордынею	1 - Атмосферные осадки в виде льдинок; 2 - Множество, обилие, поток чего-л.; 3 - Город
711	град	3	о практической стороне дела , а русский народ приносил кровавые жертвы ... Москва и	град	Петров , и Константинов град -- Вот царства русского заветные столицы -- так писал Тютчев	1 - Атмосферные осадки в виде льдинок; 2 - Множество, обилие, поток чего-л.; 3 - Город
712	град	3	ангел», «Летучий голландец». В 2008 году выпустил премьеру оперы «Сказание о невидимом	граде	Китеже и деве Февронии». Дистрибьюторская компания «Винэксим» решила расширить ассортимент коньяков в	1 - Атмосферные осадки в виде льдинок; 2 - Множество, обилие, поток чего-л.; 3 - Город
713	град	3	-- Русский	град	Китеж ушел на дно со всеми своими жителями, и до сих пор	1 - Атмосферные осадки в виде льдинок; 2 - Множество, обилие, поток чего-л.; 3 - Город
714	град	3	""" своего союзника северского князя Святослава Ольговича прибыть к нему в гости ""во"	град	"Москов"". Этот день принято считать датой основания российской столицы. В 1866 году"	1 - Атмосферные осадки в виде льдинок; 2 - Множество, обилие, поток чего-л.; 3 - Город
715	град	3	загадочный эпизод: «...поехал князь великий Данило Иванович изыскивать места, где ему создать	град	престольный к великому княжению своему. И взял с собою некоего греченина, именем	1 - Атмосферные осадки в виде льдинок; 2 - Множество, обилие, поток чего-л.; 3 - Город
716	град	3	ползы, изобрел преизрядный морской пролив, и тут для порту карабелнаго построил Новый	Град	, и наименовал во имя свое Константинополь, и от Ветхаго Рима перенес Престол	1 - Атмосферные осадки в виде льдинок; 2 - Множество, обилие, поток чего-л.; 3 - Город
717	град	3	. Гейне с правами казенных учебных заведений... С незапамятных времен Москву называли стольным	градом	на семи холмах. Но по мере роста города, особенно со строительством многоэтажных	1 - Атмосферные осадки в виде льдинок; 2 - Множество, обилие, поток чего-л.; 3 - Город
718	град	3	и стена прекрепкая всей России, Богом дарованная. Но аще и в немалой	Град	сей от господ шведов ненависти издавна зависящий, как ныне в прошедшей войне	1 - Атмосферные осадки в виде льдинок; 2 - Множество, обилие, поток чего-л.; 3 - Город
719	град	3	неразумные, Они хвалятся	градом	Киевом... А что это за ограда во Киеве У ласкового князь-Владимира?	1 - Атмосферные осадки в виде льдинок; 2 - Множество, обилие, поток чего-л.; 3 - Город
720	град	3	и ругался. -- Ведь мы первые его поймали,-- рассуждал Яр-Тур.-- Во всех	градах	и весях за голову сэра Мары назначена щедрая награда. Вы представите свою	1 - Атмосферные осадки в виде льдинок; 2 - Множество, обилие, поток чего-л.; 3 - Город
721	град	3	. Град божий -- незримая духовная община христиан, видимым воплощением которой является церковь, -- вечен,	Град	же земной, государство, преходящ и подвержен гибели. Оба града идут каждый своим	1 - Атмосферные осадки в виде льдинок; 2 - Множество, обилие, поток чего-л.; 3 - Город
722	град	3	Холина (здесь где-то и проходила демаркационная линия между режиссером и автором). Взыскующий	града	иконописец Андрей Рублев (первое название сценария «Страсти по Андрею»), узник собственной совести	1 - Атмосферные осадки в виде льдинок; 2 - Множество, обилие, поток чего-л.; 3 - Город
723	град	3	(два кафтана) за раба. Ежели кто от людей царства нашего, или от	града	нашего, или от иных городов бежит раб наш к вам и принесет	1 - Атмосферные осадки в виде льдинок; 2 - Множество, обилие, поток чего-л.; 3 - Город
724	град	3	прочие Заводы, также и горных дел изысканию во всей России, сей Царствующий	Град	обучил и разпространил, и оных привилегиями своими одарил. 14. Злодейства, разбои и	1 - Атмосферные осадки в виде льдинок; 2 - Множество, обилие, поток чего-л.; 3 - Город
725	гусеница	1	выдумать священную мораль и идеалистическую теорию познания! А до того, что у	гусеницы	выросли крылья и что она, прогрызши свое старое гнездо, вылетит в вольный	1 - Личинка бабочки, имеющая червеобразное тело с несколькими парами ног; 2 - Замкнутая сплошная (обычно металлическая) лента в виде цепи, надеваемая на колёса самоходных машин для повышения их проходимости
726	гусеница	1	стеклами очков близорукие глаза Маргулиеса блестели и шевелились, как две длинные мохнатые	гусеницы	. -- Куда путь держишь, Васильев? Сметана махнул рукой на тепляк. -- Что же	1 - Личинка бабочки, имеющая червеобразное тело с несколькими парами ног; 2 - Замкнутая сплошная (обычно металлическая) лента в виде цепи, надеваемая на колёса самоходных машин для повышения их проходимости
727	гусеница	1	в 1937-1938 годах с гусеницами кукурузного мотылька. В естественных условиях эта	гусеница	, находясь в состоянии так называемой диапаузы (своего рода «спячки» членистоногих), зимует в	1 - Личинка бабочки, имеющая червеобразное тело с несколькими парами ног; 2 - Замкнутая сплошная (обычно металлическая) лента в виде цепи, надеваемая на колёса самоходных машин для повышения их проходимости
728	гусеница	1	неоднократно. Опрыскав раз, обязательно повторите процедуру через две недели. При массовом размножении	гусениц	плодожорки применяйте опрыскивание энтобактерином или дендробациллином. Если до опрыскивания еще не дошли	1 - Личинка бабочки, имеющая червеобразное тело с несколькими парами ног; 2 - Замкнутая сплошная (обычно металлическая) лента в виде цепи, надеваемая на колёса самоходных машин для повышения их проходимости
729	гусеница	1	своеобразные игрушки: приёмник на вакуумных лампах, ветряной электрогенератор, вакуумная машина, «сороконожка», «краб», «	гусеница	». Лично я поиграл во всё. «Семь пядей» -- первая в России сеть	1 - Личинка бабочки, имеющая червеобразное тело с несколькими парами ног; 2 - Замкнутая сплошная (обычно металлическая) лента в виде цепи, надеваемая на колёса самоходных машин для повышения их проходимости
730	гусеница	1	"остается неизменным до следующей линьки. Таким образом, при достижении ""критической"" массы тела"	гусеницы	начинают страдать от недостатка кислорода. Ученые проверили этот вывод, поместив несколько гусениц	1 - Личинка бабочки, имеющая червеобразное тело с несколькими парами ног; 2 - Замкнутая сплошная (обычно металлическая) лента в виде цепи, надеваемая на колёса самоходных машин для повышения их проходимости
731	гусеница	1	школьный учитель обязан уметь весь свой урок нарисовать. Когда спросят его, как	гусеница	устроена, он нарисует тут же ее перед вами, и каждый ребенок должен	1 - Личинка бабочки, имеющая червеобразное тело с несколькими парами ног; 2 - Замкнутая сплошная (обычно металлическая) лента в виде цепи, надеваемая на колёса самоходных машин для повышения их проходимости
732	гусеница	1	, правда, были огромные челюсти, но чешуекрылые могли рассчитывать на непобедимое оружие: численность.	Гусеницы	"пожирали листья, и бронтозавры, вероятно, вымирали от спазмов в желудке"", - пишет автор"	1 - Личинка бабочки, имеющая червеобразное тело с несколькими парами ног; 2 - Замкнутая сплошная (обычно металлическая) лента в виде цепи, надеваемая на колёса самоходных машин для повышения их проходимости
733	гусеница	1	-- Спала аккуратно , -- выговорил он , -- тихо , как	гусеница	... Молоко я брал в соседнем доме у Никитиных . Те жили солидно	1 - Личинка бабочки, имеющая червеобразное тело с несколькими парами ног; 2 - Замкнутая сплошная (обычно металлическая) лента в виде цепи, надеваемая на колёса самоходных машин для повышения их проходимости
734	гусеница	1	ласточек, почему рыба хранит своих мальков во рту, где находятся уши у	гусеницы	и как пчела находит дорогу к своему улью. Ничего этого Новожилов, конечно,	1 - Личинка бабочки, имеющая червеобразное тело с несколькими парами ног; 2 - Замкнутая сплошная (обычно металлическая) лента в виде цепи, надеваемая на колёса самоходных машин для повышения их проходимости
735	гусеница	1	ум сравнение с органистом, исполняющим многоголосную фугу... Много врагов у сада: и	гусеницы	, и жуки-долгоносики, и мельчайшие клещи, и еще более мелкие споры -- возбудители	1 - Личинка бабочки, имеющая червеобразное тело с несколькими парами ног; 2 - Замкнутая сплошная (обычно металлическая) лента в виде цепи, надеваемая на колёса самоходных машин для повышения их проходимости
736	гусеница	1	усы. Они свисали вниз, как у украинских террористов. Есть такие лесные темные	гусеницы	-- дети зовут их «землемерами». Они сулят удачу. Что они отмерят мне? Усы	1 - Личинка бабочки, имеющая червеобразное тело с несколькими парами ног; 2 - Замкнутая сплошная (обычно металлическая) лента в виде цепи, надеваемая на колёса самоходных машин для повышения их проходимости
737	гусеница	1	сильным антифидантным действием, по-видимому как и для гусениц I возраста капустной совки.	Гусеницы	, помещенные на корм, мигрировали с него, концентрируясь на стенках кристаллизаторов, и погибли	1 - Личинка бабочки, имеющая червеобразное тело с несколькими парами ног; 2 - Замкнутая сплошная (обычно металлическая) лента в виде цепи, надеваемая на колёса самоходных машин для повышения их проходимости
738	гусеница	1	норовит в самую зелень. Конечно, там ведь будущий корм. Какие-нибудь триста -- четыреста	гусениц	съедают двухсотлетний кедр дней за десять. Хвою съели -- кедр сохнет, кора отпадает,	1 - Личинка бабочки, имеющая червеобразное тело с несколькими парами ног; 2 - Замкнутая сплошная (обычно металлическая) лента в виде цепи, надеваемая на колёса самоходных машин для повышения их проходимости
739	гусеница	1	мужем скрылся. Полтава, 20 августа. В Константинградском, Кобелякском, Полтавском и Хорольском уездах	гусеница	лугового мотылька опустошает поля и огороды. Поезд между Полтавой и Константиноградом был	1 - Личинка бабочки, имеющая червеобразное тело с несколькими парами ног; 2 - Замкнутая сплошная (обычно металлическая) лента в виде цепи, надеваемая на колёса самоходных машин для повышения их проходимости
740	гусеница	1	не знает?!  Как видят червяки? Змеи? А улитки видят? Где глаза у	гусениц	? Сколько  глаз  у паука?  Почему  в  темноте у кошки глаза «горят»? На	1 - Личинка бабочки, имеющая червеобразное тело с несколькими парами ног; 2 - Замкнутая сплошная (обычно металлическая) лента в виде цепи, надеваемая на колёса самоходных машин для повышения их проходимости
741	гусеница	1	Скворушка, к счастью для себя -- а особенно для	Гусеницы	! -- был послушным ребенком. Он немедленно выпустил Гусеницу из клюва, и она стремглав	1 - Личинка бабочки, имеющая червеобразное тело с несколькими парами ног; 2 - Замкнутая сплошная (обычно металлическая) лента в виде цепи, надеваемая на колёса самоходных машин для повышения их проходимости
742	гусеница	1	прелестная бабочка, а вот у людей наоборот: из прелестной бабочки выходит мерзкая	гусеница	... -- Ужасно обедать каждый день с человеком, который заикается и говорит глупости... --	1 - Личинка бабочки, имеющая червеобразное тело с несколькими парами ног; 2 - Замкнутая сплошная (обычно металлическая) лента в виде цепи, надеваемая на колёса самоходных машин для повышения их проходимости
743	гусеница	1	в году. Это, конечно, удорожает продукцию. Как ликвидировать сезонность? Можно, например, выкармливать	гусениц	круглый год. Для этого нужно найти способы консервировать лист шелковицы или же	1 - Личинка бабочки, имеющая червеобразное тело с несколькими парами ног; 2 - Замкнутая сплошная (обычно металлическая) лента в виде цепи, надеваемая на колёса самоходных машин для повышения их проходимости
744	гусеница	1	, и, верно, много всего попадало: после сын мой рассказывал, что видел, как	гусеница	ползла у меня по щеке, и я даже замечал ее, и что	1 - Личинка бабочки, имеющая червеобразное тело с несколькими парами ног; 2 - Замкнутая сплошная (обычно металлическая) лента в виде цепи, надеваемая на колёса самоходных машин для повышения их проходимости
745	гусеница	1	паника, бегущая вперед. -- Кстати, пока ты говорил, я обратил внимание на маленькую	гусеницу	, она доползла до края нашей скамьи и вдруг стала выпускать из себя	1 - Личинка бабочки, имеющая червеобразное тело с несколькими парами ног; 2 - Замкнутая сплошная (обычно металлическая) лента в виде цепи, надеваемая на колёса самоходных машин для повышения их проходимости
746	гусеница	1	у Алисы охоту принимать в нем участие. Аналогичный диалог с той же	Гусеницей	несколько раньше: «I can’t explain myself, I’m afraid, Sir», said	1 - Личинка бабочки, имеющая червеобразное тело с несколькими парами ног; 2 - Замкнутая сплошная (обычно металлическая) лента в виде цепи, надеваемая на колёса самоходных машин для повышения их проходимости
747	гусеница	1	«гусеница» туда попадет, потому что будет огибать неожиданные препятствия... Потому что «принцип	гусеницы	» есть способ добраться до единой для всех цели... А не драка за	1 - Личинка бабочки, имеющая червеобразное тело с несколькими парами ног; 2 - Замкнутая сплошная (обычно металлическая) лента в виде цепи, надеваемая на колёса самоходных машин для повышения их проходимости
748	гусеница	1	), приходящихся в среднем на одно дерево, которым соответствует последующее полное объедание листвы	гусеницами	. По таблицам критических чисел может быть рассчитана вероятная степень объедания листвы для	1 - Личинка бабочки, имеющая червеобразное тело с несколькими парами ног; 2 - Замкнутая сплошная (обычно металлическая) лента в виде цепи, надеваемая на колёса самоходных машин для повышения их проходимости
749	гусеница	1	от голода. Часть гусениц погибла на корме. На всех остальных ЭПС гибель	гусениц	первого возраста достигла 100 % на 7-10-е сутки (табл. 4.1).	1 - Личинка бабочки, имеющая червеобразное тело с несколькими парами ног; 2 - Замкнутая сплошная (обычно металлическая) лента в виде цепи, надеваемая на колёса самоходных машин для повышения их проходимости
750	гусеница	1	понимаю». «Смотрю, но ничего не разумею» и даже «ничего не думаю».	Гусеница	, куколка и мотылек имеют объяснение, но не физиологическое, а именно -- космогоническое. Физиологически --	1 - Личинка бабочки, имеющая червеобразное тело с несколькими парами ног; 2 - Замкнутая сплошная (обычно металлическая) лента в виде цепи, надеваемая на колёса самоходных машин для повышения их проходимости
751	гусеница	1	Зинька отыскала ему хорошенькое дуплишко и стала таскать туда для него червячков-	гусениц	, как для маленького. А он был совсем не маленький: ему было уже	1 - Личинка бабочки, имеющая червеобразное тело с несколькими парами ног; 2 - Замкнутая сплошная (обычно металлическая) лента в виде цепи, надеваемая на колёса самоходных машин для повышения их проходимости
752	гусеница	1	, спешат: входы, выходы закрывают. Все закрыли, один -- последний -- вход остался. Муравьишка с	гусеницы	-- кувырк! -- и домой. Тут и солнышко зашло.	1 - Личинка бабочки, имеющая червеобразное тело с несколькими парами ног; 2 - Замкнутая сплошная (обычно металлическая) лента в виде цепи, надеваемая на колёса самоходных машин для повышения их проходимости
753	гусеница	1	случае в контроле было 32.5 % мигрирующих гусениц (табл. 4.1). Для изучения поведения	гусениц	O. nubilalis I возраста на ЭПС-VIII, содержащей 0.004 % Es, было отобрано	1 - Личинка бабочки, имеющая червеобразное тело с несколькими парами ног; 2 - Замкнутая сплошная (обычно металлическая) лента в виде цепи, надеваемая на колёса самоходных машин для повышения их проходимости
754	гусеница	1	беспокойно двигаются, то и дело поднимают головы и озираются по сторонам. Тело	гусениц	становится прозрачным и просвечивает, как зреющий виноград. Шелководы знают -- медлить нельзя: пришла	1 - Личинка бабочки, имеющая червеобразное тело с несколькими парами ног; 2 - Замкнутая сплошная (обычно металлическая) лента в виде цепи, надеваемая на колёса самоходных машин для повышения их проходимости
755	гусеница	1	для себя -- а особенно для Гусеницы! -- был послушным ребенком. Он немедленно выпустил	Гусеницу	из клюва, и она стремглав полетела вниз. Но, надо отдать ей справедливость,	1 - Личинка бабочки, имеющая червеобразное тело с несколькими парами ног; 2 - Замкнутая сплошная (обычно металлическая) лента в виде цепи, надеваемая на колёса самоходных машин для повышения их проходимости
756	гусеница	1	бьется в сети внизу под советы и упреки, закусывает губы и медленной	гусеницей	-- вверх. Собрание: «Наши обязательства: организовать советско-американскую программу». «Ха-ха, а кто будет	1 - Личинка бабочки, имеющая червеобразное тело с несколькими парами ног; 2 - Замкнутая сплошная (обычно металлическая) лента в виде цепи, надеваемая на колёса самоходных машин для повышения их проходимости
757	гусеница	1	контролем растягивалась почти в 2 раза (с 23 до 49 дней). 20 %	гусениц	перешли в V возраст, окуклились, однако куколки были значительно меньших размеров по	1 - Личинка бабочки, имеющая червеобразное тело с несколькими парами ног; 2 - Замкнутая сплошная (обычно металлическая) лента в виде цепи, надеваемая на колёса самоходных машин для повышения их проходимости
758	гусеница	1	чёрный с блеском. Красива эта бабочка. А потомство её, будто «гадкий утёнок», --	гусеница	чёрная, с тёмными волосками, с мелкими белыми точками. Да и место рождения	1 - Личинка бабочки, имеющая червеобразное тело с несколькими парами ног; 2 - Замкнутая сплошная (обычно металлическая) лента в виде цепи, надеваемая на колёса самоходных машин для повышения их проходимости
759	гусеница	1	беседке ужинали. Родион увидел стеклянные колпаки свечей, винные пробки, оловянные капсюли, груши,	гусеницу	на рукаве кителя, локоть и кремовую щеку. -- Господа, земский начальник ничего не	1 - Личинка бабочки, имеющая червеобразное тело с несколькими парами ног; 2 - Замкнутая сплошная (обычно металлическая) лента в виде цепи, надеваемая на колёса самоходных машин для повышения их проходимости
760	гусеница	1	- Скорее всего, на дуб напала	гусеница	ночной бабочки древоточец пахучий. В одном стволе они могут поселяться сотнями. Взрослая	1 - Личинка бабочки, имеющая червеобразное тело с несколькими парами ног; 2 - Замкнутая сплошная (обычно металлическая) лента в виде цепи, надеваемая на колёса самоходных машин для повышения их проходимости
761	гусеница	1	главные - это бюстгальтеры по 6 тысяч рублей.    Минимум. - Живу по принципу «днем	гусеница	, ночью бабочка» - в толпе я незаметная.    Выбираю скромную одежду, не крашусь. Преображаюсь	1 - Личинка бабочки, имеющая червеобразное тело с несколькими парами ног; 2 - Замкнутая сплошная (обычно металлическая) лента в виде цепи, надеваемая на колёса самоходных машин для повышения их проходимости
762	гусеница	1	машине, меня раздражают «прилипалы» в метро.    А вообще , живу по принципу «днем	гусеница	, ночью бабочка» - в толпе я не    заметная. Выбираю скромную одежду, не крашусь.	1 - Личинка бабочки, имеющая червеобразное тело с несколькими парами ног; 2 - Замкнутая сплошная (обычно металлическая) лента в виде цепи, надеваемая на колёса самоходных машин для повышения их проходимости
763	гусеница	1	массу, но и способствует ее опаданию на почву вследствие «неэкономного» способа питания	гусениц	. Кроме того, сложно определять экологическую плотность популяции, поскольку и прямой подсчет количества	1 - Личинка бабочки, имеющая червеобразное тело с несколькими парами ног; 2 - Замкнутая сплошная (обычно металлическая) лента в виде цепи, надеваемая на колёса самоходных машин для повышения их проходимости
764	гусеница	1	маленьких птиц. Конечно, я остался на некоторое время в своем убежище: пусть	гусеница	, которая для меня стала удавом, уползет подальше. Свет проникал через щель и	1 - Личинка бабочки, имеющая червеобразное тело с несколькими парами ног; 2 - Замкнутая сплошная (обычно металлическая) лента в виде цепи, надеваемая на колёса самоходных машин для повышения их проходимости
765	гусеница	1	» действует на принципе, подсказанном природой. Механизм, приводимый в действие электромотором, совершает, подобно	гусенице	, волнообразные движения. Достоинство схемы -- плавность хода, большая площадь опоры, высокая проходимость в	1 - Личинка бабочки, имеющая червеобразное тело с несколькими парами ног; 2 - Замкнутая сплошная (обычно металлическая) лента в виде цепи, надеваемая на колёса самоходных машин для повышения их проходимости
766	гусеница	1	, она ловко лепит гнездо для будущего потомства. Она охотится, парализует пауков и	гусениц	, укладывает их в горшки. На эту свежую пищу оса откладывает яичко и	1 - Личинка бабочки, имеющая червеобразное тело с несколькими парами ног; 2 - Замкнутая сплошная (обычно металлическая) лента в виде цепи, надеваемая на колёса самоходных машин для повышения их проходимости
767	гусеница	1	жаль! -- заявила Зализина и удалилась, кормя кукушку консервированными гусеницами. Повинуясь оживляющему заклинанию,	гусеницы	корчились в судорогах, симулируя энтузиазм. Время шло. А что ему еще оставалось	1 - Личинка бабочки, имеющая червеобразное тело с несколькими парами ног; 2 - Замкнутая сплошная (обычно металлическая) лента в виде цепи, надеваемая на колёса самоходных машин для повышения их проходимости
768	гусеница	1	% Es, наблюдался высокий процент миграции гусениц -- 55 %, т. е. и для	гусениц	O. nubilalis старших возрастов Es является детеррентом. Часть гусениц продолжала питаться и	1 - Личинка бабочки, имеющая червеобразное тело с несколькими парами ног; 2 - Замкнутая сплошная (обычно металлическая) лента в виде цепи, надеваемая на колёса самоходных машин для повышения их проходимости
769	гусеница	1	-три гусеницы. А когда случается вспышка, на одно дерево приходится сорок тысяч	гусениц	размером с палец! Два дня -- и дерево голое! И это на территории	1 - Личинка бабочки, имеющая червеобразное тело с несколькими парами ног; 2 - Замкнутая сплошная (обычно металлическая) лента в виде цепи, надеваемая на колёса самоходных машин для повышения их проходимости
770	гусеница	1	них (ос) развились в высшей степени замечательные инстинкты. Подобным же образом привязаны	гусеницы	бабочек к определенным растениям. Вследствие этого изменение состава фауны и флоры должно	1 - Личинка бабочки, имеющая червеобразное тело с несколькими парами ног; 2 - Замкнутая сплошная (обычно металлическая) лента в виде цепи, надеваемая на колёса самоходных машин для повышения их проходимости
771	гусеница	1	-то и запасся Дмитрий Павлович американскими удочками, электронасосом и банкой каких-то отвратительных	гусениц	, очень дорогих, про которых в рекламе сказано, что рыбы от них без	1 - Личинка бабочки, имеющая червеобразное тело с несколькими парами ног; 2 - Замкнутая сплошная (обычно металлическая) лента в виде цепи, надеваемая на колёса самоходных машин для повышения их проходимости
772	гусеница	1	, увлекшись погоней за какой-то волосатой коротконогой собачкой, явной помесью половой щетки с	гусеницей	, он выскочил на улицу, прямо в людскую толпу. Перетрусил, должно быть, волк	1 - Личинка бабочки, имеющая червеобразное тело с несколькими парами ног; 2 - Замкнутая сплошная (обычно металлическая) лента в виде цепи, надеваемая на колёса самоходных машин для повышения их проходимости
773	гусеница	1	линьке и к повышению средней массы насекомых, а уменьшение - к тому, что	гусеницы	с нормальной или недостаточной массой начинали линять преждевременно. Считается, что при линьке	1 - Личинка бабочки, имеющая червеобразное тело с несколькими парами ног; 2 - Замкнутая сплошная (обычно металлическая) лента в виде цепи, надеваемая на колёса самоходных машин для повышения их проходимости
774	гусеница	1	, которые тащили гусеницу, и я делал то же самое. И муравьи тянули	гусеницу	все врозь и куда попало, и процессия двигалась еле-еле. Потом он встал	1 - Личинка бабочки, имеющая червеобразное тело с несколькими парами ног; 2 - Замкнутая сплошная (обычно металлическая) лента в виде цепи, надеваемая на колёса самоходных машин для повышения их проходимости
775	гусеница	1	вредителей. Если случаются два засушливых лета подряд, то следует ждать роста численности	гусениц	. И тогда надо быть начеку. Сначала в единоборство с ними вступают природные	1 - Личинка бабочки, имеющая червеобразное тело с несколькими парами ног; 2 - Замкнутая сплошная (обычно металлическая) лента в виде цепи, надеваемая на колёса самоходных машин для повышения их проходимости
776	гусеница	1	мгле какие-то широкие тени. Плотоядное растение разрывало на части отчаянно бьющуюся гигантскую	гусеницу	; кто-то кричал во мгле хриплым, надрывным криком; в тумане как бы по	1 - Личинка бабочки, имеющая червеобразное тело с несколькими парами ног; 2 - Замкнутая сплошная (обычно металлическая) лента в виде цепи, надеваемая на колёса самоходных машин для повышения их проходимости
