INPUT:id	INPUT:left	INPUT:lemma	INPUT:right	INPUT:senses	INPUT:word	OUTPUT:sense_id	CONFIDENCE:sense_id	OUTPUT:activity	GOLDEN:sense_id	
1892	и любимую книгу, она ответила: «Я выросла на музыке кантри и классическом	рок	». 9. «Мисс Мира-2011» Ивиан Саркос, Венесуэла. Шестая в истории победительница		роке	2	99.99%			
2030	бумагу, прося прочесть и сказать мне мнение ваше и указать на шероховатость	слог	. По окончании прошу вас покорно зайти ко мне. Гр. Строганов». Таким образом		слога	2	99.99%			
26	Unicredit S.p.A. В консорциуме перевозчику будет принадлежать 95%. Для покупки	акция	«Аэрофлот» получил принципиальное согласие от банков на финансирование этой сделки, сообщил вчера		акций	1	99.97%			
1742	минуту ждущие Деда Мороза, и исполнения    самых-самых дорогих желаний, фейерверков, горы	мандарин	и игрушек под    елкой. И – страшное разочарование в заблудившемся Деде Морозе, так		мандарин	1	99.93%			
2454	, узкое лицо, нижняя часть которого вытянута вперед, что придает ему сходство с	такса	. Чем он знаменит -- неизвестно, но держится он важно. Утром, когда мы встречаемся		таксой	2	99.99%			
350	себе неизреченность откровений духовных. В тени леса распустилось сейчас много головок турецкой	гвоздика	. Их красные соцветия в тени дубов и елей очень радуют нас, особенно		гвоздики	1	99.99%			
2096	наблюдаемым на Земле в нашем полушарии. 1. Сложите рядом с проигрывателем две	стопка	книг, чуть выше его диска. На книги положите линейку или прямую планку		стопки	1	99.99%			
2136	и будет Африка). Только не забыть бы захватить с собой заранее приготовленную	стопка	любимых книг («Матиуш Первый» Я. Корчака, книги Крапивина, «Хоббит» Толкиена), чтобы читать		стопку	1	94.20%			
2222	грязного пальца, -- банка из-под варенья, тоже как-то замешанная, ржавые гайки, пуговицы, жестяной	таз	, -- все это, в представлении Драйера, выражало самую сущность преступления. Сколько эти глупцы		таз	1	99.99%			
2458	вокзала обратила внимание на китайца, который садился в поезд Москва - Благовещенск с	такса	на руках. К отходу этого поезда Николай опоздал. По всему пути поезда		таксой	2	99.99%			
1265	«автомат» для топовых версий. Наш тест начался с базовой версии Access, под	капот	которой оказалась та самая пара «бензин-робот». Ничего не хочется говорить про		капотом	1	99.99%			
4	". ОАО ""Росспиртпром"" (бывшее ФГУП) создано в январе 2009 года. Государству принадлежит 100%"	акция	"ОАО, уставный капитал составляет 9,02 миллиарда рублей. Также в капитал ""Росспиртпрома"""		акций	1	99.99%			
374	В парках кузнецы, как правило, делают небольшие сувениры: подковки, улитки, вазочки, декоративные	гвоздика	, сказала дизайнер Гильдии Марина Подымова. Но при наличии постоянной площадки кузнецы готовы		гвоздики	1	99.98%			
1121	. Кладет трубку, а потом объясняет: - Пенсионерка звонила. Деньги закончились, а есть нечего.	кабачок	один нашла да горсть вермишели. Вот и пришлось ее учить, как из		Кабачок	3	99.73%			
2005	, 1761 и 1762 годов в Москве, и весьма много похваляются за чистоту	слог	, нежность и хорошие изображения. Нащинский Давид -- архимандрит глуховского Петропавловского монастыря, муж преискусный		слога	2	99.99%			
1005	. Только перешли улицу, как Иван Сергеевич сказал мне полутаинственно: -- Тут неподалеку есть	кабачок	-- «Белый медведь». Не хотите ли зайти? Дурак бы отказался. Мы повернули назад		кабачок	1	99.99%			
475	, хотя и не свободны от некоторой риторики. Излюбленным его литературным приемом является	гипербола	: богословствование всегда определяется как υμνειν, понятия постоянно комбинируются с υπερ, ἀ-privativum,		гипербола	1	99.98%			
396	сандал вино делает красным, а шалфей -- зеленым. Водка с мушкатным орехом и	гвоздика	хороша тому, у кого изо рту воняет. Ежели имеешь головной флюс, то		гвоздикою	2	99.93%			
1041	держу. Иногда обедаю в клубе... редко... а то где придется... в	кабачок	... в «Эрмитаже»... в «Англии», у Дюссо. * зверинец (от фр.: menagerie		кабачке	1	99.99%			
1358	» как раз позволит не только облагородить территорию парка и привести в порядок	карьер	, но и обеспечить досугом близлежащее население, проживающее на ВИЗе и Юго-Западе среднеуральской		карьер	2	99.98%			
229	. Простите меня, но это звучит как советская пропаганда.    Советский Союз продолжает сочинять	байка	, чтобы оправдаться за те вещи,    за которые ему должно быть стыдно. - Но		байки	2	99.99%			
2397	Кредо, которого народ тоже знает лишь по гремящим в южных ресторанах песням.	такса	7 - 10 тысяч долларов за пять песен вкупе с энергией и трудолюбием		Такса	1	99.99%			
2327	провоцируют. А нарушение циркуляции и застой крови и лимфы в органах малого	таз	-- провоцируют и усугубляют. Еще расстройству функций предстательной железы может способствовать спазм мелких		таза	2	99.98%			
969	днём – два часа. Вчера начал читать «L'ile enchantee». Вечером играли в	домино	: Аликс, Татьяна, Боткин и я. Во время чая прошла сильная гроза. Ночь		домино	2	99.94%			
220	или вечером, рассказывает что-то, спрашивает, а потом сооружает из этого анекдоты и	байка	. Получается не обидно, но очень смешно, да и коллег лучше узнаешь.  Оксана,		байки	2	99.98%			
678	является церковь, -- вечен, Град же земной, государство, преходящ и подвержен гибели. Оба	град	идут каждый своим собственным путем, и если прогресс Града божьего состоит в		града	3	99.97%			
2158	поглядел, но -- молча. Вид у него скучный был, наморщенный, как перед первой	стопка	. Граков спросил: -- А что по этому поводу думает стармех? Кто-то уже позвал «		стопкой	2	99.99%			
1256	тяжести машины находится максимально низко, что сулит неплохую устойчивость в поворотах. Под	капот	Boxster Spyder разместился оппозитный 3,4-литровый шестицилиндровый бензиновый двигатель, развивающий мощность		капотом	1	99.97%			
861	стало страшнее, чем на воле. Совсем близко, оглушая, ревел мотор танка, скрежетали	гусеница	, рвала воздух пушка; вокруг гремела ружейная пальба и людская разноголосица; десятки ног,		гусеницы	2	99.91%			
1897	, однако. Тот же Градский знаком широкому кругу слушателей не как патриарх русского	рок	(на титул которого он всегда претендовал и, по-моему, претендует до сих пор),		рока	2	99.72%			
1222	. К нашему удивленью, он сразу сказал: «Сейчас поправим. Идите сюда...» Парень поднял	капот	и, обнажив радиатор, сказал: «Смотрите...» Радиатор был забит пчелами. В две минуты		капот	1	99.96%			
1806	самым печальным образом. Ты слышал, как взлетел китайский мандарин на ракете? -- Китайский	мандарин	? На ракете? -- Представь себе, был такой мандарин в Китае -- Ван Ху. Кстати		мандарин	2	99.99%			
793	амурских сельхозпроизводителей мы уже предупредили о  необходимости запастись инфектицидами – специальными ядами против	гусеница	лугового мотылька. Кстати, сельхозугодья области на более чем четырех тысячах гектаров подверглись		гусениц	1	99.96%			
999	же безжалостно вышагивает по ним, низвергнутым одним его пренебрежительным жестом по принципу	домино	. Даже решением пространства Черняков подчеркивает мелкость и смысловую тщету происходящего в сценах «		домино	2	99.99%			
1125	. Кровоточивость десен. Недостаток витамина С (в больших количествах содержится в цитрусовых, ягодах,	кабачок	, помидорах). 2. Нервозность, депрессия. Нужны витамины группы В, особенно В1, В5, В6		кабачках	3	99.40%			
727	в 1937-1938 годах с гусеницами кукурузного мотылька. В естественных условиях эта	гусеница	, находясь в состоянии так называемой диапаузы (своего рода «спячки» членистоногих), зимует в		гусеница	1	99.99%			
2135	-то настала моя очередь, и я решаю играть на все деньги. Растет	стопка	моих билетиков. Карандаш кассирши бодро заполняет третью строчку. Так крупно я никогда		стопка	1	99.87%			
30	последнее время размещений на Лондонской фондовой бирже, продолжает стимулировать интерес к своим	акция	в России. Со вчерашнего дня его акции торгуются не только в РТС,		акциям	1	99.99%			
798	-- юной зеленой гусеницы. Прохожие спросили его: -- Где же твоя невеста -- юная зеленая	гусеница	?		гусеница	1	99.99%			
1481	поздравленья, Солдат войны, наш славный ветеран! Современное представление о закономерностях возрастного развития	крона	кедра сибирского, основанное на параллельности и согласованности формирования ее генеративных ярусов [1,		кроны	1	99.98%			
1309	. У «Рубина» началось невезение После перерыва ростовчане сразу «взяли с места в	карьер	». Вышедший на поле Мерсудин Ахметович сразу же дважды опасно пальнул по воротам		карьер	1	99.99%			
1049	Местность эта пустынна. Было около двух часов ночи. Вдруг служащие «Красного	кабачок	и дворники услышали звуки выстрела. Прошло несколько секунд и за первым выстрелом		кабачка	1	99.99%			
65	решения антимонопольного ведомства ВСМПО и «Ависма» уже ведут себя как одна компания.	акция	ВСМПО торгуются в РТС как «Корпорация ВСМПО-Ависма», а дивиденды обеих, по		Акции	1	99.97%			
912	и реквизитом, принимала участие в подсадке. Кроме цирка, Алекс любил игру в	домино	и увлекался радиоделом. Его клоунская гардеробная напоминала радиомастерскую. Всюду вперемешку с костюмами,		домино	2	99.99%			
125	ЗАО целостный имущественный комплекс «Титана», получив взамен 50% + 1 акция. Оставшийся пакет	акция	OstChem Germany GmbH, дочерней компании OstChem Holding AG, входящей в Group DF		акций	1	99.99%			
1661	знак, что он приговорен к смерти...) ласково похлопал своего верного любимца по	круп	и, легко вскочив в седло, ровной, неторопливой рысью направился в сторону замка		крупу	1	99.99%			
1386	. Как рассказал «Новому Региону» пресс-секретарь областного милицейского главка Валерий Горелых, работу нелегального	карьер	прервали накануне оперативники ОБЭП Чкаловского района, областного ГУВД и сотрудники экологической милиции,		карьера	2	99.99%			
1889	и барабанщик Майкл Эр из METALLIUM. Для желающих пообщаться лично с легендами	рок	в день концерта состоится автограф-сессия в магазине «СОЮЗ» в ЦТиР «Мир»		рока	2	99.99%			
72	в компаниях, которыми они руководят. В мае стало известно, что менее 5%	акция	«РЕСО-Гарантии» стоимостью до 60 млн долл. принадлежит президенту группы «РЕСО» Андрею		акций	1	99.99%			
1077	гавань от бурь. Оказалось, что поэт проводил время с друзьями в каком-то	кабачок	, корабельщики медлили поднимать парус, и только это обстоятельство дало мне возможность не		кабачке	1	99.99%			
983	-- «Ну вот: так-то лучше; и не думайте ничего:	домино	-- так себе. Домино просто выдумал я для знакомства...» -- «Виноват, вы закапались сардиночным		домино	1	99.82%			
221	покупках и брать в торговых центрах только то, что действительно необходимо. Дореволюционная	байка	про торговок леденцами, которые облизывали свой товар для блеска, актуальна и сейчас.		байка	2	99.98%			
972	моды. Что участница турнира Светлана Конеген целый месяц брала уроки игры в	домино	у своего мужа Франко, а автор поп-патриотических хитов Александр Шаганов, также		домино	2	99.98%			
188	и методах лечения» (это с его официального сайта urologa.net) . СУТЬ: Наполовину -	байка	о студенческих годах и об армянском характере, наполовину - истории о капризах мочеполовой		байки	2	99.86%			
1462	. При этом растения, древесные или травянистые, ценятся прежде всего за оригинальную архитектонику	крона	и необычную окраску листвы, а не за пышное цветение. Тонкие отношения между		кроны	1	99.99%			
1701	, эвкалипта; - ожирении - апельсина, лимона, мандарина, можжевельника, фенхеля; - отеках - апельсина, герани, грейпфрута, кипариса,	мандарин	, можжевельника, моркови, розмарина, фенхеля, шалфея; - ангине - бергамота, герани, имбиря, лаванды, мирры, мирта,		мандарина	1	99.99%			
1514	меня не станет, а деревья так и будут жить, прекрасные, могучие, и	крона	их будет видно уже издалека, и это будут прекрасные кроны. А где-то		кроны	1	99.99%			
204	равно будет мятый - я же на гитаре играю! В перерывах массовка делилась	байка	. - Вот вчера умора-то была, - рассказывала одна дама. - Меладзе снимали. Он		байками	2	99.99%			
588	числа настал свирепый шторм, дувший ужасными, вихрю подобными порывами с дождем и	град	. Буря сия с одинаковою жестокостью свирепствовала во весь день. В сие время		градом	1	100.00%		1	
2380	разнообразием и полнотой недоступного для нас мира. Помню, что по наиболее высокой	такса	обмена среди опытных филателистов в то время шли марки серии «Французские доминионы»,		таксе	1	99.92%			
445	начинается с гиперболы? Почему все великие реалисты и натуралисты, каждый по-своему, гиперболичны?	гипербола	Гоголя, гиперболический физиологизм Золя, гиперболическое добро и зло Диккенса. Гиперболизм Маяковского. Великие		Гиперболы	1	99.98%			
2339	"первый извозчик на автомобиле"". Какой-то шофер повесил на свой олдсмобиль плакат: ""Извозчик."	такса	"по соглашению"". А через 17 лет Моссовет принял решение о покупке 200"		Такса	1	99.97%			
1169	гаража дымилась его скульптурная мастерская, стоял орангутанг из металлолома, с головой из	капот	«шевроле». Млели белые купальщицы с мячом, те самые, которые так повлияли на		капота	1	99.99%			
2456	дубляж, неестественные интонации актеров. На этом фоне идет ответ, раздраженный хор четырех	такса	слева из фазенды и домовитый лай дворняжки Рекса за забором напротив, спасенной		такс	2	99.99%			
1167	. Так, ранее представленный концепт пикапа имел оборудование для пляжных служб спасения. Под	капот	у Amarok разместятся современные двигатели концерна, главными из которых станут дизели TDI		капотом	1	99.98%			
757	контролем растягивалась почти в 2 раза (с 23 до 49 дней). 20 %	гусеница	перешли в V возраст, окуклились, однако куколки были значительно меньших размеров по		гусениц	1	99.99%			
1645	Лошадь испугалась, повернулась и толкнула Ляписа	круп	. Золотоискатели были настолько поражены, что в страхе прижались к стене. Шаринов потянул		крупом	1	99.99%			
133	на аукционную распродажу. Правда, вскоре Верховная Рада приняла постановление о запрещении такой	акция	"и предложила ""изучить вопрос о возможном привлечении этой весьма дорогой коллекции в"		акции	2	99.99%			
1287	, что побледнел, когда перешел через порог гостиной. Молодая женщина в утреннем атласном	капот	и блондовом чепце сидела небрежно на диване; возле нее на креслах в		капоте	2	99.99%			
608	челнок на воду, выкинуть ярыгу и вытащить осетра. С Проклятова пот льет	град	только еще в ожидании будущих благ; а что же будет, как пойдет		градом	2	99.99%			
1291	. У всех, без различия возраста, достатка, общественного положения, -- один покрой платья, -- род	капот	sans-gene. Шьют его из различных тканей, преимущественно легких, конечно, по климату,		капота	2	99.93%			
826	гусь-ремонтник, развлечения ради, и, опять-таки, из за любопытства, помог натянуть левую	гусеница	. Путешествующего на быстроходной немецкой амфибии, молодца-помпотеха (он маханул на ней до		гусеницу	2	99.99%			
1923	мрачно дерет кто во что горазд -- звонко выделяются голоса поводырей, выкрикивающих каждый	слог	: Три сестры жили, три Марии Египетские были, На три доли свою богатству		слог	1	99.28%			
1348	моста через Оку в Муроме. Постоянный клиент «Недра-Поиск» - крупная компания «Стройбетон».	карьер	- производство повышенной опасности. Нас строго контролирует Гортехнадзор и лично его руководитель Тамара		Карьер	2	99.86%			
2232	жена, младшему сыну было всего три года. Не забыть горы перестиранного белья,	таз	перечищенной картошки. Как запрягался зимой сразу в несколько санок и развозил детей		тазы	1	99.99%			
1782	стога, какая-то деревня и торчит в снегу прошлогодняя трава. На станциях продают	мандарин	и яблоки, словно до Москвы их довезти нельзя и поезда выбрасывают по		мандарины	1	99.99%			
1991	ни основательных познаний, ни особенного дарования. Я помогал ему усердно, особенно сглаживая	слог	, который отзывался полонизмами и галлицизмами. В 1824 году разразилась надо мной катастрофа		слог	2	99.99%			
2296	промежуточную часть (до 1,5 см), pars membranacea, лежащую в области дна	таз	от верхушки предстательной железы до луковицы полового члена, и губчатую часть , pars		таза	2	99.98%			
1790	фруктов. И каких тут только не было фруктов: и громадные апельсины, и	мандарин	, и манго, и гуавы, и ноны!.. Но морякам было не до фруктов.		мандарины	1	99.98%			
1114	взаимные советы добрым словом. МАРИНОВАТЬ КАБАЧКИ? ЧЕГО ЖЕ ПРОЩЕ! 5 килограммов молодых	кабачок	нарезать кубиками, натереть на терке 300 граммов моркови и один стакан чеснока.		кабачков	3	99.36%			
621	не оступиться . Он знал , что теперь у него за спиною на помост	град	летят бронзовые монеты , финики , что в воющей толпе люди , давя друг друга ,		градом	2	99.99%			
1219	то и дело поглядывал на пылающий салон автомобиля. Огонь уже выбивался из-под	капот	. Когда одежда на мальчике была потушена, Кулаков бросился назад к автомобилю. В		капота	1	99.99%			
2183	шее оставила, и стояла в ожидании дальнейших команд. Борисыч, хлопнувший в баре	стопка	коньячку, подобревший, подошел и погладил ее по груди: -- Красивая ты баба, ну		стопку	2	99.99%			
2325	из пяти сросшихся крестцовых позвонков. Копчик соединен через тазобедренный сустав позвоночника с	таз	. Здесь сила распределяется через тазовое кольцо и обе опоры на обе ноги.		тазом	2	99.99%			
63	считают, что размещение «Магнита» пройдет вполне успешно, однако ждать ажиотажного спроса на	акция	компании все-таки не стоит. Розничная сеть «Магнит» до последнего времени принадлежала краснодарскому		акции	1	99.97%			
638	километров. Пенсионер почти никому об этом не рассказывал, не желая попасть под	град	насмешек. Но недавно все же решился рассказать о не раз виденном. По		град	2	99.98%			
842	при выполнении рабочих операций не превышает 82 д БА. На бульдозерах применены	гусеница	с маслонаполненными пальцами (смазка на весь срок эксплуатации) и с		гусеницы	2	99.99%			
1133	традиционный хлебный мякиш заменить овощными добавками, такими как картофель, морковь, капуста, тыква,	кабачок	, то они не только придадут котлетам новый вкусовой оттенок, но и повысят		кабачки	3	99.99%			
41	составляет 14,8—15,05 долл. за GDR, что, впрочем, соответствует динамике	акция	компании и на внутреннем рынке», — заметил он. Таким образом, снижение бумаг за		акций	1	99.97%			
55	8%, а бумаги Дальсвязи подорожали на 4,4%. Вместе с тем банковские	акция	не повторяли тех достижений, что они демонстрировали на прошлой неделе. В итоге		акции	1	99.99%			
2149	один способ победить похмелье — съесть поутру тарелку наваристой ухи, в которую добавлена	стопка	водки. Еще одну-три стопки можно принять в себя отдельно от рыбного		стопка	2	99.98%			
234	, -- говорит добродушный крепко сбитый Дай, полагая, что любому журналисту интересны именно такие	байка	. Его партнер Нао добавляет: -- Ты лучше расскажи, как сначала прилип языком ко		байки	2	99.97%			
179	, поэтому на наш вопрос о самочувствии ответила коротко: - Как всегда, весел, травит	байка	и утверждает, что даже со вторым инфарктом ему не 72, а 27		байки	2	99.99%			
500	нормального. Эта обыденность гоголевского ада и побудила писателя широко использовать метод художественной	гипербола	, сущность которого он сам охарактеризовал в главе о Манилове, объяснив заодно мотивы		гиперболы	1	99.98%			
2162	дожидаясь согласия хозяина, сел за стол и взялся за бутылку. Антон присоединился.	стопка	за стопкой, разговор оживился. Валентин рассказал, что приехал в Москву из Тульской		Стопка	2	99.99%			
1154	которого усиливают пухлые «щеки» с маленькими кругляшками противотуманок. А «орлиный нос» из	капот	, переходящего в массивную решетку радиатора и далее в выдвинутую вперед на манер		капота	1	99.92%			
1763	торговли на ярмарке проходила благотворительная акция «Мандарины – детям». Боос купил несколько ящиков	мандарин	, апельсинов, и передал их в детский дом «Надежда». А к часу дня		мандаринов	1	99.99%			
2169	без обиняков, на какие дядя Миша решительно не был способен, выпив третью	стопка	, он приступил к делу. -- Так что же будем делать, Надюшка? -- спросил		стопку	2	99.96%			
2218	В темноте удушливо пахло нашатырем и ацетоном. В двух железных	таз	полыхало пламя, разукрашивая красными бликами силуэты что-то делавших людей, похожих на чертей.		тазах	1	99.99%			
385	Буданова. Когда его вели, рыдающие женщины бросились к нему с букетами красных	гвоздика	. Автоматчики их оттеснили, и гвоздики полетели на землю. Буданов не мог их		гвоздик	1	99.99%			
1843	могу. САФИН НЕ УСТОЯЛ Фернандо Гонсалес стал в последнее время каким-то злым	рок	для Марата Сафина. В этом году чилиец успел обыграть россиянина в первом		роком	1	99.99%			
284	людей вот уже несколько столетий. Со временем писатели взяли за основу морские	байка	и легенды и даже записи самого Христофора Колумба о том, что « в		байки	2	99.98%			
1602	увидел, как наездница поставила в стремя сапожок, махнула другой ногой над лошадиным	круп	, опустилась в седло и выпрямилась. Ахалтекинец изогнул лебединую шею и тихонько пошел.		крупом	1	99.99%			
2225	, покушаете с дороги», -- так же равнодушно. Обойдя стол, я заглянула: огромный алюминиевый	таз	, доверху наполненный клубникой, стоял у ножки. Я глядела, не в силах оторваться.		таз	1	99.99%			
2489	Регент Азидель-уль-Мульк от лица	шах	объявил народу и войскам, что, принимая на себя бразды правления страной, он		шаха	1	99.99%			
1454	Глазфельд и Евгений Малозин. Спасены также двое украинцев: электромеханик Юрий Фатинов и	кок	Елена Доценко, которая получила травму голени.		кок	2	99.99%			
1100	, 2004.04.02 11:36. С	кабачок	лучше всего, он самый неаллергенный и вкусный. :-) Только покупай цуккини «органик» (по		кабачка	3	99.96%			
1157	на Кремлевской набережной, и машина угнана. Мне заломили руки и бросили на	капот	. И держали так до приезда владельца авто. Затем начался допрос в машине.		капот	1	99.98%			
1807	-ка свитки, -- что в таком случае делать надлежит? Зайдет спор, оба к	мандарин	идут, оба приношения выкладывают: -- Разворачивай свитки. Кто по ним выходит прав? Только		мандарину	2	99.99%			
224	бойцам. Так вот и воевали, собирая амуницию с миру по нитке... Поучительная	байка	Трагическое и смешное часто бывают рядом... Ночью после обхода постов я подошел		байка	2	99.99%			
841	заносов порой больше чем на два метра), когда пробуксовывались в сугробах мощные	гусеница	, и приходилось применять все свои силы и умение, чтобы сдвинуть громоздкую машину		гусеницы	2	99.99%			
1463	лунами парковых  прожекторов, в свете которых, как в театре теней, шевеление пальмовых	крона	разыгрывало свои трагедии и фарсы. Ах, море в Гаграх, ах, пальмы в		крон	1	99.95%			
863	крайне плохой видимости -- в клубах ила и измельченной породы, поднимаемых со дна	гусеница	, ковшом или отвалом, при слабом свете фар. Дает о себе знать и		гусеницами	2	99.93%			
908	солнышке, пока карманника или зайца не приведут, составь протокол -- и дальше, в	домино	до вечера. А тут?..		домино	2	99.99%			
469	периода 77 и 78 годов, когда даже его влечения, его крайность и	гипербола	чувства так гармонически сливались с общим горячим настроением. В нем привыкли видеть		гиперболы	1	99.99%			
1116	местных жителей. На прогретых южным солнцем полях в изобилии растут помидоры, баклажаны,	кабачок	, тыквы, артишоки, сладкий перец, лук; в оливковых рощах собирают маслины, из которых		кабачки	3	99.98%			
821	каменно-белыми шапками валежин и кочек, бурановские дороги в кирпичато-четкой выштамповке	гусеница	, на века вырубленные широченные ступенчатые лыжни с отпечатками межкамусных швов и ямками		гусениц	2	99.99%			
1764	"таковы итоги опроса, проведенного исследовательской компанией ""Ромир"". Второе место после оливье занимают"	мандарин	"- за них ""проголосовало"" 10%, а третье - салат ""Селедка под шубой"", говорится в"		мандарины	1	99.99%			
2163	по истории Греции. ВВП в грязь лицом не ударил и отдарился шестью	стопка	, графином и подносом. Все - из чистого серебра и называется: «Коньячный набор».		стопками	2	99.98%			
729	своеобразные игрушки: приёмник на вакуумных лампах, ветряной электрогенератор, вакуумная машина, «сороконожка», «краб», «	гусеница	». Лично я поиграл во всё. «Семь пядей» -- первая в России сеть		гусеница	1	99.61%			
1325	. Когда черкесы уже совсем наскочили на него, он пустил свою лошадь в	карьер	, на карьере прыгнул в седло и прискакал к своим. Пока корнет Кутейников		карьер	1	99.99%			
2267	жилете, с крашеными щеками и бородой, нес, подняв на плечо, чистый медный	таз	. День удалялся на плече цыгана. Диск таза был светел и слеп. Цыган		таз	1	99.99%			
1257	мм. Устанавливаются они на внутреннюю поверхность кузова: крыша, днище, двери, арки колес,	капот	и т.д. Сначала, элементы кузова  обрабатывают вибропоглотителем, который, между прочим, не		капот	1	99.99%			
94	Русснефти». Напомним, что, по неофициальной информации, в этом году «Русснефть» купила 34%	акция	«Гейолбента» у ЮКОСа, а остальные 66% акций актива достались «ЛУКОЙЛу» от «НОВАТЭКа»		акций	1	99.99%			
1051	и ценят Вас как непревзойденного мастера дубляжа, создателя и первого ведущего легендарного «	кабачок	«13 стульев», а коллеги и друзья отдают должное Вашим прекрасным личным качествам», -		Кабачка	1	99.97%			
1244	. В передней части машины появились хромированные жабры, а также дополнительные воздухозаборники на	капот	. Сзади были установлены аэродинамический спойлер и четыре полированные выхлопные трубы. Автомобили теперь		капоте	1	99.99%			
2432	30-метровой высоты со средней дамбы на Революции. Так что у карликовой	такса	только уши по ветру мотает. Радостный хозяин после прыжка довольно объясняет свою		таксы	2	99.80%			
1322	, казавшийся лишенным признаков жизни. Весело скрипят полозья саней, сбиваются с рыси на	карьер	прозябшие Мустанг и Бурька, зычно крякает на козлах Петрович, а друг Антипыч,		карьер	1	99.98%			
2266	вкусные мясные остатки с командирских столов . После работы на кухню выносили большие	таз	, полные сладкого киселя , горы хлеба , и все садились вокруг , ели и набивали		тазы	1	99.99%			
1574	доллара. 0,117404 турецкой лиры. 0,10410 египетской лиры. 0,047624 португальской	крона	. 1,0323 японским иенам. Величина годовых торговых оборотов дается в таблице в		кроны	2	99.99%			
283	его убирают за кадр, в кадре появляется некто и начинает излагать какую-то	байка	из жизни барда. На фоне его же пения. И так всю передачу.		байку	2	99.99%			
1747	. На завтрак -- мандарины. На обед -- мандарины. На ужин -- мандарины. По-моему, таким количеством	мандарин	запросто можно отравиться. Но есть у цитрусовых и военный аспект. Килограмм мандаринов		мандаринов	1	99.98%			
2166	, не в ста граммах, а в том, что люди там за этой	стопка	распахивают свои души, раскрываются настежь. Когда люди встретились, разговорились, чтобы через пять-		стопкой	2	99.94%			
